# Shadow tomography log started 2020-01-30 02:46:15
# Dimension = 32
# True state = ( 0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  61290    2028    0.17779109  0.00079491  0.04855960 -0.01432239  0.07456445 -0.26298318 -0.18949904 -0.02655951 -0.12385337  0.00799410 -0.04889943 -0.05494175  0.06332382 -0.12871767 -0.05088472  0.11238983  0.04008638  0.20162549 -0.14837674  0.00491477  0.23536286  0.09137393 -0.08939145  0.21743976 -0.05989091  0.14816587 -0.06816471 -0.13332220  0.02339796  0.05939253 -0.05120328 -0.16434231  0.12906410  0.06579477 -0.03705771  0.05392748 -0.13908038  0.07213473 -0.03099256 -0.17065329  0.08352267 -0.09834854 -0.02035005  0.28773189  0.03227386 -0.15427215 -0.01503929 -0.10167250  0.03596263  0.11953684 -0.09545819 -0.21404730  0.00422190 -0.00828027  0.08523681 -0.07292727  0.05510432 -0.09387220 -0.29716623  0.05510411  0.15506186  0.18500831 -0.05308218  0.26510125
  62641    1351    0.22623649  0.03739019  0.02726148 -0.05462138 -0.23540649 -0.13805085 -0.22019963 -0.09245001  0.21981238  0.03309382 -0.20592453  0.35202077 -0.03105581  0.12999658  0.06736585  0.13976037 -0.10758831  0.11317473  0.13338320 -0.00083877  0.19187088 -0.16920530  0.23490376 -0.02405781 -0.03670186  0.14286284  0.25931719 -0.08508576  0.12490775 -0.03528627  0.08153442 -0.12525606  0.09007505  0.01986051 -0.21719183  0.07542835  0.12827884 -0.01883351  0.04083858 -0.13316443 -0.08355813  0.00681728 -0.09883412 -0.03633574 -0.01477641  0.08725926  0.13120013 -0.00267916 -0.02741617 -0.05339672  0.05739898 -0.01085022  0.03184387  0.01757358  0.16257119  0.07657429  0.10382966 -0.04082463  0.08962102 -0.06150811 -0.15525037 -0.08871469 -0.04336597 -0.12731824
  63080    439    -0.07284266 -0.01383211 -0.03788203  0.02215285  0.10363319 -0.02133453  0.07900597  0.09583922  0.01644598 -0.02447801 -0.16865811  0.04168319  0.08611623 -0.04258863 -0.02149528 -0.29802352 -0.19952466  0.09795881  0.29308939 -0.20509106  0.04072603 -0.10815242 -0.03071037 -0.03760308 -0.11176441 -0.00629081  0.05776273 -0.08770797 -0.13657983 -0.04141557  0.06570313 -0.06378257 -0.03845815  0.15846629  0.21210781  0.16352078 -0.20400146 -0.03674721 -0.14625989 -0.13780400  0.05601777  0.12903666  0.11338798 -0.11984462  0.10500622 -0.19073753  0.19266735  0.12727391  0.01329510  0.09904244 -0.28387224 -0.03008148 -0.08955548  0.11199023  0.07191152  0.11447697  0.19181174  0.13569341  0.10761944 -0.10581219 -0.12826373 -0.01689799  0.17555704  0.07576143
  68055    4975    0.01107350  0.03845573  0.07946263 -0.03574693  0.05882176 -0.03912361  0.13103369  0.21929424 -0.07732616  0.00780698 -0.11285914 -0.24697902 -0.17232737  0.26510625  0.12205801  0.09934980  0.25229681  0.11045639 -0.03734425 -0.07377965  0.17118530 -0.05245755 -0.06849684 -0.02781423  0.00738608 -0.11445167 -0.03214040 -0.05729066  0.12290542 -0.06265597 -0.12950973 -0.02965433 -0.10074461  0.07048752  0.15969434  0.01211840  0.09266796 -0.10812446 -0.08077100 -0.06646227  0.24878804 -0.13088390 -0.18090463 -0.01850457 -0.20595094  0.14581692 -0.11305866  0.21501579  0.06012513  0.04582377 -0.01437077 -0.02252266 -0.23046772  0.17866116 -0.00411361 -0.02749641  0.15250368 -0.02548098  0.17452156  0.14485730 -0.12801150  0.10416153 -0.07920053 -0.18384379
  70792    2737   -0.13760764  0.10612315  0.15172200  0.04516554 -0.02618841 -0.17871730  0.03586149 -0.01258909 -0.00542530  0.06116456  0.24095612 -0.06938673 -0.12955470  0.33173915  0.05033799  0.03203491  0.00077046 -0.00247531 -0.03367960  0.10124248 -0.06216232  0.01873441  0.02826304 -0.05733664 -0.04830585  0.40080154  0.02153964  0.08382521 -0.10254342 -0.02148574  0.13618929  0.00713417  0.05083594 -0.09218980 -0.11110116 -0.02258121 -0.14353102 -0.16570876 -0.18049511  0.04421911  0.03599177  0.00559918 -0.06137032 -0.24331229  0.15309424 -0.15097815 -0.04773949 -0.01570905 -0.01091529  0.26685022 -0.14837626 -0.00557372  0.18600405  0.02074527 -0.07951481 -0.25798446 -0.02950926  0.05233739  0.15025105 -0.00693107 -0.05822870 -0.13189206 -0.16111338 -0.00755089
  71022    230     0.02572489 -0.02500941  0.19685938 -0.17471240  0.06433963  0.10856286  0.06967005  0.12253878  0.23700641 -0.19227883 -0.13889624  0.08475457 -0.03688955  0.08484924  0.00486881  0.14264550  0.25995073  0.13504356 -0.00844923  0.16466849  0.06110289 -0.02037160  0.03458560 -0.08981596 -0.05869832 -0.03561193  0.30053959  0.13422611 -0.10815148  0.22617608  0.00398169 -0.08096646 -0.11902369  0.15123270  0.12511690 -0.07084565  0.21444761  0.29961060  0.06279876  0.01640040 -0.07088340 -0.06196641  0.03011949 -0.10436025  0.15216522  0.00579589  0.08558625 -0.16670417 -0.08492533  0.04243199 -0.07930473 -0.10856208  0.04813236 -0.10607252  0.15582763 -0.01447090 -0.09126510  0.07561142  0.17248359 -0.19739450 -0.05007332 -0.01862656 -0.05001070  0.07932690
  72886    1864    0.01779918 -0.12693491 -0.04482956  0.08607779  0.20716212  0.03929685  0.07400555 -0.22036441 -0.01742560  0.01672519  0.05756735 -0.16473129 -0.00683974  0.00465077 -0.09732236 -0.09239027 -0.04641730 -0.01982428  0.21327174 -0.01897812  0.13424666  0.04852061 -0.26989510  0.12973823  0.15299684  0.08985999  0.16751394  0.23112667 -0.08672684  0.01080064 -0.25689470  0.03674570  0.33584433 -0.25211361 -0.05596257 -0.12196336  0.07777781  0.04101597 -0.14801106  0.00585066  0.27564391 -0.16454579 -0.01019275  0.02370989  0.01000103  0.07589771  0.07892917 -0.11868658 -0.18552160 -0.06609422 -0.07038593 -0.12413596 -0.12401987 -0.08065209 -0.03074869  0.12647031 -0.02618448  0.11842852  0.07856869 -0.05819650  0.05048028  0.01408825 -0.03493590  0.00283989
  75613    2727    0.02352451  0.04418395 -0.08894262 -0.03122368  0.09361599  0.11926978 -0.15701282  0.10832037  0.04855138 -0.00612138 -0.04091409 -0.11068312 -0.10545164 -0.06522783 -0.01701760 -0.19087405  0.04562554 -0.22494520 -0.12504989 -0.18791333  0.05702803  0.09784081 -0.17207565  0.29108717  0.12014141 -0.06227659 -0.11608862 -0.01775595 -0.26689136  0.31296805 -0.14349635  0.08656898 -0.16604663  0.08097538 -0.00312156 -0.08187405 -0.05748655 -0.05091961  0.03377548 -0.12273407  0.07223379  0.23331651 -0.09051274 -0.07980644  0.15608078  0.19596596 -0.17192079  0.09788998 -0.01623417 -0.03026167 -0.07723276  0.03065937  0.24596948 -0.04464785 -0.01890778 -0.25162133 -0.09418502 -0.00949738  0.06065815 -0.07588163 -0.03970355  0.05546117  0.06477526 -0.00951858
  76403    790     0.09020145 -0.08238324  0.10348522 -0.03756815 -0.15504585 -0.15376146 -0.01366230  0.14079184  0.04427820 -0.00239193 -0.11175765  0.09528264 -0.06096169  0.04876521 -0.09853162  0.01981722 -0.06911391 -0.14571512 -0.02250363 -0.00791031 -0.05457397  0.06070570 -0.19313785 -0.17078562 -0.05867330 -0.16391779  0.14332174 -0.01874046  0.22015382 -0.03011573 -0.31790704 -0.15730953  0.08956477 -0.33835779 -0.05893041  0.11824484 -0.07208538  0.10834685 -0.04353916 -0.06354109 -0.03822963  0.11076246 -0.06806070  0.08892310  0.13492916 -0.26981632 -0.05179719  0.16572925 -0.08749591 -0.12870426  0.19365549  0.02785484  0.22537119  0.17406782  0.12684643 -0.14334906  0.03995845  0.05223957  0.16613865 -0.06523519 -0.02334265 -0.03989958  0.08489185 -0.05848649
  79124    2721   -0.02154506 -0.26845302 -0.15976209  0.05282938 -0.28628490  0.06570467 -0.03333856 -0.07198965 -0.07195987 -0.26378977 -0.05147629 -0.02415281 -0.14632789 -0.13167005  0.00152181  0.11046210 -0.09869664  0.07879676  0.16592121  0.12012730  0.08893223 -0.28695151 -0.01541881  0.03490680 -0.06360881  0.06248987 -0.10769177  0.11543664 -0.18364767  0.12597098 -0.05172153 -0.09115546  0.00036359 -0.12181461 -0.04208399  0.08891809  0.03131603 -0.03526436  0.17304336 -0.09255573 -0.07033005 -0.09458641 -0.13826313 -0.06886116  0.21489875  0.07106672  0.18611412 -0.02668694  0.18924021  0.00338944  0.09450409  0.08355794 -0.11788824  0.06827251 -0.18031635 -0.18118950  0.14270804 -0.10663263  0.00298660 -0.02362859 -0.19531879 -0.03148159 -0.08828326 -0.17349935
  83574    4450   -0.04645944 -0.12491508 -0.14573907 -0.13974909 -0.03447171 -0.02348983  0.05989921  0.25297368  0.20870121  0.11342790  0.07848274 -0.00695055 -0.10330178 -0.04382380  0.11666559  0.04182314 -0.14124749 -0.05951566 -0.06084469 -0.14575795  0.04220136  0.03990170 -0.17615650  0.01321670  0.27847493  0.10712314  0.05887610  0.25609592  0.19366369  0.01239055  0.12897450  0.03449155  0.08653203  0.02733930  0.30091345 -0.07388113  0.11908041 -0.02230091  0.01054935  0.06388165 -0.38873513 -0.06667033 -0.03882713  0.12795360  0.01963960  0.00290993  0.09644268 -0.00209915 -0.12682367  0.05975493 -0.20722416  0.03906153  0.06714242  0.06491413 -0.16099804 -0.02397749  0.10589590 -0.00326363 -0.05893453  0.18084723  0.03779941 -0.06211585  0.10186859 -0.12777155
  86050    2476   -0.19709823 -0.19370636  0.06917115  0.08802043 -0.06741633  0.16248161 -0.00646393 -0.09325178 -0.00844557 -0.11233325 -0.20110020  0.13708648  0.04501575  0.13399939  0.12663943  0.12230175  0.06005551 -0.05043834  0.02565156 -0.26379073  0.19629070  0.20640782 -0.08817493  0.09797939  0.00815265  0.12573155 -0.02821276  0.18006689  0.05906873  0.00078226  0.13404838 -0.02932917 -0.00573207  0.00309412  0.05368741  0.00692347  0.08224704 -0.14326722  0.14272083  0.04379515  0.16226932 -0.05335329  0.07676882 -0.16662610  0.00023010 -0.13020661  0.02740490  0.14964892  0.27468428  0.03974540  0.21998785  0.16232948  0.08785966 -0.01824122  0.11976711  0.06545312 -0.07132918  0.12086109  0.03961501  0.03989372  0.33968151 -0.09804099  0.12823354  0.06291664
  87783    1733   -0.24648995 -0.00832261  0.01678158  0.08231068 -0.12067459 -0.03106723 -0.11066216 -0.06379215  0.04832135 -0.12763840  0.23233703  0.03508398  0.20559669 -0.03593621 -0.20454765 -0.06743806  0.02377972  0.19796239 -0.16111796  0.02854881  0.11077256  0.06154696 -0.16963240 -0.15771194  0.05693876 -0.14460749 -0.10978527  0.05069975 -0.01857265  0.00984585 -0.14919724  0.10706801  0.04771901  0.21501303 -0.01064159  0.00108906 -0.01044332 -0.08392502  0.19236209 -0.10661207 -0.00199883 -0.21200977  0.09250312  0.26164978  0.06976732 -0.22956761 -0.18367727  0.06674826  0.12751404  0.05765710 -0.26208536 -0.06849179 -0.07028970  0.10304284 -0.00805877 -0.04154023 -0.23362078  0.05975203  0.12373726 -0.05198570 -0.00898498  0.03420737 -0.05737452 -0.12006827
  89245    1462   -0.07303889  0.12298998 -0.40942171  0.12432716 -0.09742225 -0.01164923  0.23910366  0.08986022 -0.23128904  0.12158262 -0.04133651  0.05530786  0.09549680  0.10653578 -0.06698188  0.24806316  0.00164964  0.09664753  0.07065110 -0.16353685  0.06463322  0.15677542  0.04702773 -0.17468084  0.08024443 -0.21932784  0.01688369  0.16082794 -0.09737675 -0.03857596 -0.11621865 -0.07136237 -0.13486261  0.16551870 -0.24816055  0.05461035 -0.03525158  0.06948061 -0.05369318 -0.00813429 -0.04752157 -0.08636772  0.03416435 -0.15025185  0.00116754  0.12556108 -0.03850505 -0.12521892 -0.20737911 -0.03926451 -0.02111813  0.08884558  0.05966816  0.07582154 -0.11015437 -0.13075039  0.04644626  0.12346919 -0.02413039 -0.09213016  0.05011890 -0.18148415  0.03177174  0.09647226
  89793    548     0.19482860 -0.20860840  0.14515315  0.33392410 -0.18212059 -0.00078552  0.10475189 -0.13841381 -0.02780710 -0.00687198 -0.02615521  0.07891001  0.07639261 -0.04104520  0.07599071  0.00139747  0.09420716 -0.06910620  0.02940591  0.05625691 -0.26481761  0.02902420  0.08754469  0.14468059  0.22077840 -0.03329580  0.05485634  0.05458082  0.21128351  0.00533799  0.01489966  0.02947818 -0.03367448  0.04603286  0.15095411 -0.04877015 -0.14471478  0.01991473  0.17581686 -0.07754819  0.06190307 -0.02077799  0.16126366 -0.21058357 -0.09867235 -0.02019638 -0.11811926  0.08273263 -0.12736725 -0.18692937 -0.28370877 -0.04775988 -0.12509423 -0.10198881  0.03878024 -0.27646206  0.15023563 -0.10274970  0.10685868 -0.02530741  0.01060755 -0.05392747 -0.05585408  0.03584153
  94130    4337    0.17550815  0.11958977  0.09432723 -0.06505037  0.09178709 -0.09685548 -0.02491402 -0.30447462 -0.25288690  0.02947701 -0.13203822  0.06530311  0.03058271  0.04790807 -0.12719210  0.04403309 -0.01296132  0.02382070 -0.16704846 -0.05624030  0.05406244 -0.10866531  0.00011166 -0.18439843  0.22022201  0.11841324 -0.03882838  0.08325746  0.06690716 -0.18537871  0.01809831  0.07971848 -0.16693722 -0.09736441  0.18997234 -0.06010732  0.09285482  0.04868416  0.15042569 -0.14543397 -0.05476056  0.18609161  0.12643669 -0.13349264  0.18235376  0.09954267  0.04320540  0.02309419 -0.04174950  0.06985144  0.06412212  0.00737136 -0.00646277  0.03472768 -0.18022100  0.02138233 -0.08671649  0.33440704 -0.01627873 -0.06245418 -0.08543857  0.23635588  0.06798303 -0.20163712
  94250    120     0.24038403  0.01474493  0.19695831  0.07319595  0.00457294 -0.04616881  0.12145236  0.08029978  0.00899018 -0.04082808 -0.00473848  0.26438857  0.00339573  0.07993628 -0.11100305 -0.16962605 -0.09213008  0.05320875  0.20286222  0.01628263  0.16102616 -0.03687314 -0.03765681  0.06297400 -0.03178823 -0.14361575 -0.02701406  0.20401317 -0.11196947  0.11261660  0.12135329 -0.07241331 -0.05273821 -0.06431982  0.08753441 -0.14726256  0.01600544 -0.16709638  0.14549299  0.06498444  0.03770169  0.03267031 -0.11259743  0.04954199 -0.23260035 -0.05023160 -0.12793080  0.01571521 -0.10047131  0.05635916  0.05864573 -0.04365286  0.09076267  0.27181728 -0.03196083 -0.03489934 -0.13624071  0.12366109 -0.37115815  0.03832995 -0.13881100 -0.09177401 -0.25087452  0.11557638
  95457    1207   -0.07984042  0.03453057  0.09864089 -0.21674270  0.08084553 -0.11253695  0.01123435 -0.18490437 -0.04441516 -0.07161597 -0.22793959 -0.04664285 -0.10843217 -0.03285294  0.12062582  0.18000911 -0.25175141  0.15886426 -0.24260104  0.01147793 -0.23709064  0.12126060 -0.06635322  0.11870519 -0.04732804  0.14259429 -0.05022145  0.05446225 -0.13565388  0.01164820 -0.33263407 -0.10952905  0.04268267  0.17944760  0.07482067 -0.06212709  0.01112382 -0.04444707  0.03923272  0.08014185 -0.02755798  0.03745988  0.07872279  0.08302974  0.06414645 -0.03495517 -0.12046469  0.19047577 -0.06324177 -0.06329361 -0.01152158  0.07157226 -0.14187754  0.01507669 -0.02476386  0.08370088  0.12744536  0.03961748 -0.13979774  0.01545397 -0.10222162 -0.26062028 -0.15188206  0.22301090
  99574    4117    0.15858265  0.06815299  0.10822534 -0.20549625  0.01471369  0.08058540  0.28138875  0.05877816 -0.02136279  0.05108182  0.25597254  0.11830626  0.06271627 -0.09076862 -0.03944219  0.07940960 -0.22327239  0.04354589  0.03624179 -0.08393943  0.13443107  0.13057824  0.03277803  0.14629980  0.10661965  0.05501389  0.07522775 -0.08283143  0.02595037  0.14984697 -0.13710490  0.03289892  0.00853849  0.03485616 -0.15694538  0.17023881 -0.02394333 -0.03699528  0.02827731  0.05500318 -0.18804215  0.02853553  0.04810333 -0.35612309  0.11488909 -0.00405219 -0.02300311  0.13800607  0.09244879 -0.05491662  0.02641431 -0.08108864 -0.14818915  0.14333131  0.08707194  0.17005184 -0.06392839 -0.17349155  0.09116615 -0.00127942  0.13743189  0.19395999 -0.23868168 -0.15520524
  102031   2457    0.27718918  0.05525166 -0.08490169  0.16187190  0.02920257  0.12428437 -0.04259328  0.17640304  0.07713519  0.00704981  0.07338393  0.02042525 -0.25473367 -0.04436830 -0.01776637  0.14521160  0.01335869  0.00560199  0.00957886 -0.09500210 -0.01136026 -0.01730905  0.25463255  0.02462386 -0.02160671  0.11900789  0.26851911 -0.15960125 -0.28527409 -0.27974388 -0.17016085  0.00015766  0.08572472  0.04350258  0.07191025 -0.18277034 -0.08113066 -0.10862796  0.19493641  0.11295797 -0.02054785 -0.13679183 -0.08841934  0.08991456  0.02971099 -0.17473774 -0.01307771  0.11371940  0.08617007 -0.05473624 -0.01062261 -0.03568681 -0.03681834  0.04378698 -0.19306929 -0.05360974 -0.09084651  0.11319546  0.03793518 -0.08682741  0.14720905  0.13490669  0.17535313  0.09488441
  103234   1203   -0.01733383  0.13287477  0.14016965  0.07264360 -0.05309982 -0.12825928  0.03165143  0.25714959 -0.11984782 -0.15031223  0.04359173 -0.06106476  0.13667921 -0.19469158  0.34722428 -0.12467018 -0.18783628  0.09571136 -0.15557354 -0.14456853  0.00173814 -0.11239966  0.02368071 -0.28545296  0.04254692 -0.08733232  0.04383617  0.09166562 -0.10384369  0.04570001 -0.09233221  0.06209302  0.04428376 -0.19083603  0.03679998 -0.01539909  0.13857924 -0.03631234  0.00294538 -0.05787566  0.14396266 -0.04897722  0.07441429 -0.02025249  0.04083593  0.05437866  0.12755732 -0.01044214 -0.02931233  0.09334732 -0.00154392  0.09903207 -0.00339470 -0.17147781  0.04609461 -0.19811668  0.01120920 -0.07321445 -0.07056900  0.07565210  0.20972193  0.24290029 -0.13645244  0.25358663
  108913   5679    0.01600084  0.09086342 -0.08525269 -0.04888297 -0.08341483 -0.07490359 -0.12323984  0.13631074 -0.12063418  0.00033285 -0.15608286 -0.07235950  0.12837576  0.01252936 -0.14999813 -0.14733917  0.09063351 -0.16774331 -0.03834077 -0.05554236  0.03196910  0.03702296  0.04343924 -0.01119887 -0.30778222  0.17046727  0.05762612  0.05527776  0.03834449 -0.02038542 -0.17454271  0.07134418  0.01558636 -0.03131341  0.02474858  0.02362393 -0.01805456  0.05370104  0.44763211 -0.07805661  0.01030565  0.05716714 -0.20453051 -0.16353456 -0.09584149 -0.07921174  0.04438463 -0.14092668 -0.17311320  0.06942063 -0.19264627  0.06566538  0.01953359 -0.09336815 -0.08844755  0.26495480  0.05057440 -0.07591070  0.08208433  0.18823041  0.14196130 -0.13305834 -0.19323685 -0.08511288
  112389   3476   -0.14735240 -0.05751551  0.03598490  0.02988062 -0.09655037  0.06010647 -0.02824424  0.01641798 -0.24185609  0.17568418 -0.08205509 -0.12354075 -0.02999511 -0.19514282 -0.09387392  0.10725930 -0.05685028 -0.10032309 -0.05811989 -0.02208556  0.29470766 -0.00914966 -0.09223118 -0.19425900  0.02163637  0.11989929  0.13198113 -0.20758993  0.03833204  0.18184344  0.26746626 -0.02887248  0.02246680  0.06748816 -0.04888525 -0.24750598  0.01286446  0.03525990  0.13190638  0.31674085  0.15849921  0.17389555  0.13652993  0.11479809  0.03814131 -0.05992867  0.04854573  0.09164820 -0.13660922 -0.08377348  0.01614174 -0.17867784 -0.02604845  0.14939057 -0.06382652 -0.05609508  0.10621506 -0.12147840  0.13117691 -0.05665913 -0.07909152 -0.00968991 -0.11028989  0.10795475
  112573   184    -0.01437258 -0.00294921  0.03141188 -0.14619172  0.11833176 -0.02360495  0.11089035  0.00600437 -0.08546881 -0.01227469  0.05083357  0.00085117 -0.00805180  0.02963986 -0.06962251  0.35988190  0.05710730 -0.29451121 -0.10973814  0.00599280  0.01762622  0.09685074 -0.02189065 -0.01931155 -0.03352335 -0.28654901 -0.10280794  0.17423299 -0.10243835  0.03689473  0.00196737  0.03136102  0.07922681 -0.17529425  0.23682249  0.04226582 -0.34227400 -0.15977304  0.08637495 -0.02682038  0.03787860  0.09939176  0.03434726  0.00869060  0.00955427 -0.09624375  0.08231388 -0.23343711  0.11364175  0.21875902 -0.03013007 -0.17772697 -0.18998457 -0.04142362  0.00209719  0.01436639 -0.00966348 -0.20532354 -0.02768182 -0.05031637 -0.07485406  0.03731375  0.14299417  0.14953735
  116932   4359   -0.23170438 -0.00027755 -0.03836623 -0.05621068 -0.09021235 -0.16637725  0.11251707  0.05115148  0.31987388  0.30128811 -0.03581127 -0.13358560  0.22948262  0.04387437 -0.09395183  0.12648761  0.01951138  0.06750401  0.12555751 -0.05075473 -0.17378784 -0.02621349 -0.03034683 -0.02620926 -0.07817994 -0.01198835  0.13766049 -0.16546095 -0.08688862  0.11703675  0.03638643  0.09331234  0.06009410 -0.03582685  0.16303305 -0.09543884  0.00718443 -0.22389142  0.13052565 -0.13091402  0.08584565  0.00846785  0.01410881 -0.14904811  0.07521369  0.01408780  0.09688299  0.04093220 -0.09376862 -0.24240384  0.22958668  0.09304566 -0.14372292 -0.10733883 -0.02174817 -0.10844669 -0.25073589  0.06582175 -0.13195633  0.06633257 -0.12673162  0.03078364 -0.00730434 -0.09053146
  118454   1522   -0.09459148  0.11387316  0.18218889 -0.12475970 -0.06065092 -0.18975840  0.08167110  0.05336196  0.13089752  0.09740665  0.00610276  0.03442730 -0.06058968 -0.13188905  0.05617965 -0.00860938  0.03786082  0.06798491  0.32239401 -0.17104646  0.02424973 -0.13871117  0.15917419  0.01090112  0.03602472 -0.08170864 -0.23374416  0.09712063  0.07417243 -0.07603838 -0.10812324  0.31033989  0.15565800  0.04078763 -0.03453661 -0.20371781  0.06446036  0.16388821  0.07850973 -0.00937942  0.02463636  0.14382279  0.03468334 -0.00903724  0.04952554  0.02826135 -0.23335017 -0.10836158  0.22643446 -0.00367495  0.13512718 -0.16280739  0.07014013 -0.02997350 -0.19045374  0.01195125  0.17702282  0.01166586  0.17725952 -0.10315377  0.05178649 -0.19353601  0.02339039  0.04170917
  120589   2135    0.04119821 -0.06728113 -0.07524426  0.02364614  0.13174562 -0.23439958 -0.05891438 -0.04746251 -0.03444558  0.03383069  0.03503919 -0.03569634 -0.19352053 -0.01965151  0.06543328 -0.08910437 -0.10798674  0.19176224  0.05615975 -0.03883972  0.07567052  0.33121846 -0.09401020 -0.05395178 -0.17179242 -0.00843305  0.01119195 -0.01387827  0.11059943  0.03531738  0.17020104 -0.08620141  0.00533406  0.02526888  0.10381865 -0.00825461 -0.15413338 -0.16278119  0.20080139 -0.12502695 -0.15668639 -0.21558389 -0.02387171  0.02331588 -0.06418847  0.12337915 -0.10142504 -0.07709099 -0.01949071 -0.05140050  0.17272124  0.00949796  0.14370321 -0.22858762  0.01357480  0.04551967  0.18174587 -0.01407935  0.13464289 -0.37868053 -0.05968948  0.21167169 -0.13290378  0.01603471
  120880   291     0.15354401  0.06355372 -0.06879903 -0.16073867  0.07930128  0.08641498  0.00487852 -0.11417149 -0.01592228  0.18872370  0.05023298  0.14333768 -0.07497459 -0.17334793  0.18374814  0.00196518  0.27511319  0.02773028  0.19766368 -0.11978182  0.13355221 -0.01620852  0.10760927 -0.11484631  0.00200342 -0.00100933 -0.07314425 -0.00054564  0.02378411  0.09903914 -0.10228114 -0.12221545 -0.17636925 -0.13779511  0.04143136 -0.11228739 -0.18589383 -0.05622831 -0.07686830  0.01116702  0.06933228 -0.08221627  0.18259235  0.22632045  0.14495811 -0.15734170  0.03875994  0.14122682 -0.08924923  0.10027680 -0.06960941  0.26152173 -0.03151085 -0.24493099  0.02984822 -0.00142860 -0.08940939 -0.07473253 -0.00411927  0.03017692  0.00214996 -0.20250272 -0.20014990 -0.22917625
